gmina_code,gmina_name,year,tot_pop,working_pop,higher,post_secondary,secondary,secondary_general,secondary_vocational,vocational,primary
1010094,Sulejów - miasto (4),1998,5861,3026,117,,897,,,1051,1981
1010095,Sulejów - obszar wiejski (5),1998,9045,4400,90,,827,,,1383,3410
1010102,Wola Krzysztoporska (2),1998,12550,6129,121,,1166,,,1975,5337
1010112,Wolbórz (2),1998,8575,4070,169,,925,,,1182,3641
1011000,Powiat poddębicki,1998,46285,23263,767,,4868,,,6326,18204
1011012,Dalików (2),1998,4073,1997,40,,329,,,479,1679
1011022,Pęczniew (2),1998,4232,2039,61,,334,,,566,1908
1011033,Poddębice (3),1998,16436,8532,426,,2380,,,2403,5832
1011034,Poddębice - miasto (4),1998,7398,4135,335,,1594,,,1165,2148
1011035,Poddębice - obszar wiejski (5),1998,9038,4397,91,,786,,,1238,3684
1011043,Uniejów (3),1998,8358,4178,118,,880,,,953,3500
1011044,Uniejów - miasto (4),1998,3048,1639,76,,587,,,387,1067
1011045,Uniejów - obszar wiejski (5),1998,5310,2539,42,,293,,,566,2433
1011052,Wartkowice (2),1998,6994,3460,57,,497,,,998,2762
1011062,Zadzim (2),1998,6192,3057,65,,448,,,927,2523
1012000,Powiat radomszczański,1998,124782,63204,2977,,16876,,,20426,45533
1012011,Radomsko (1),1998,49774,26874,2128,,10284,,,8881,15145
1012022,Dobryszyce (2),1998,4130,1977,63,,397,,,702,1602
1012032,Gidle (2),1998,7488,3751,126,,819,,,1266,3035
1012042,Gomunice (2),1998,5919,2965,96,,701,,,1012,2231
1012053,Kamieńsk (3),1998,6330,3031,82,,635,,,1032,2573
1012054,Kamieńsk - miasto (4),1998,2638,1227,66,,385,,,444,1000
1012055,Kamieńsk - obszar wiejski (5),1998,3692,1804,16,,250,,,588,1573
1012062,Kobiele Wielkie (2),1998,4909,2360,34,,369,,,722,2023
1012072,Kodrąb (2),1998,5243,2513,47,,400,,,812,2221
1012082,Lgota Wielka (2),1998,4550,2170,49,,353,,,703,1809
1012092,Ładzice (2),1998,5031,2447,31,,348,,,707,2239
1012102,Masłowice (2),1998,5053,2378,34,,310,,,678,2203
1012113,Przedbórz (3),1998,8041,3903,122,,847,,,1068,2826
1012114,Przedbórz - miasto (4),1998,3783,1878,102,,677,,,591,1140
1012115,Przedbórz - obszar wiejski (5),1998,4258,2025,20,,170,,,477,1686
1012122,Radomsko (2),1998,5639,2856,44,,545,,,1057,2279
1012132,Wielgomłyny (2),1998,5596,2700,63,,349,,,894,2497
1012142,Żytno (2),1998,7079,3279,58,,519,,,892,2850
1013000,Powiat rawski,1998,50807,25749,1093,,6325,,,7387,17930
1013011,Rawa Mazowiecka (1),1998,17027,9088,797,,3754,,,2690,4101
1013023,Biała Rawska (3),1998,12377,6140,134,,1051,,,1714,5109
1013024,Biała Rawska - miasto (4),1998,3269,1668,77,,480,,,410,1188
1013025,Biała Rawska - obszar wiejski (5),1998,9108,4472,57,,571,,,1304,3921
1013032,Cielądz (2),1998,4487,2211,35,,322,,,613,1589
1013042,Rawa Mazowiecka (2),1998,8743,4304,69,,677,,,1462,3490
1013052,Regnów (2),1998,2018,998,13,,128,,,260,858
1013062,Sadkowice (2),1998,6155,3008,45,,393,,,648,2783
1014000,Powiat sieradzki,1998,122425,61497,3588,,17246,,,18181,40603
1014011,Sieradz (1),1998,40619,22177,2609,,9676,,,5678,10008
1014023,Błaszki (3),1998,16248,7924,212,,1610,,,2529,6346
1014024,Błaszki - miasto (4),1998,2606,1296,85,,419,,,370,908
1014025,Błaszki - obszar wiejski (5),1998,13642,6628,127,,1191,,,2159,5438
1014032,Brąszewice (2),1998,4602,2224,24,,333,,,660,1738
1014042,Brzeźnio (2),1998,6780,3235,78,,720,,,1136,2342
1014052,Burzenin (2),1998,6247,2852,71,,444,,,1007,2297
1014062,Goszczanów (2),1998,6175,3007,38,,434,,,1035,2154
1014072,Klonowa (2),1998,3397,1605,26,,292,,,506,1380
1014082,Sieradz (2),1998,9661,4598,75,,791,,,1398,3594
1014093,Warta (3),1998,14443,7097,223,,1499,,,1932,5595
1014094,Warta - miasto (4),1998,3753,1967,125,,673,,,486,1281
1014095,Warta - obszar wiejski (5),1998,10690,5130,98,,826,,,1446,4314
1014102,Wróblew (2),1998,6658,3203,92,,651,,,1037,2525
1014113,Złoczew (3),1998,7595,3575,140,,796,,,1263,2624
1014114,Złoczew - miasto (4),1998,3220,1520,114,,514,,,464,1024
1014115,Złoczew - obszar wiejski (5),1998,4375,2055,26,,282,,,799,1600
1015000,Powiat skierniewicki,1998,41638,20611,425,,4047,,,7659,15058
1015012,Bolimów (2),1998,4409,2216,44,,496,,,707,1656
1015022,Głuchów (2),1998,6678,3247,84,,627,,,1131,2536
1015032,Godzianów (2),1998,2951,1392,40,,275,,,488,1110
1015042,Kowiesy (2),1998,3374,1667,43,,346,,,486,1297
1015052,Lipce Reymontowskie (2),1998,3603,1755,32,,345,,,703,1223
1015062,Maków (2),1998,6434,3320,55,,699,,,1380,2103
1015072,Nowy Kawęczyn (2),1998,3832,1878,36,,298,,,617,1565
1015082,Skierniewice (2),1998,7390,3737,71,,732,,,1617,2502
1015092,Słupia (2),1998,2967,1399,20,,229,,,530,1066
1016000,Powiat tomaszowski,1998,127308,66126,3574,,18916,,,21588,43142
1016011,Tomaszów Mazowiecki (1),1998,69452,37180,2778,,13528,,,12456,21636
1016022,Będków (2),1998,3962,1916,40,,374,,,555,1600
1016032,Budziszewice (2),1998,2502,1259,18,,198,,,330,1156
1016042,Czerniewice (2),1998,5680,2730,55,,405,,,835,1974
1016052,Inowłódz (2),1998,4239,2078,90,,463,,,598,1528
1016062,Lubochnia (2),1998,7842,4053,198,,931,,,1151,2602
1016072,Rokiciny (2),1998,6372,3286,70,,685,,,1120,2509
1016082,Rzeczyca (2),1998,5208,2570,36,,283,,,743,2013
1016092,Tomaszów Mazowiecki (2),1998,9682,4795,106,,860,,,1837,3330
1016102,Ujazd (2),1998,8322,4272,159,,976,,,1448,3043
1016112,Żelechlinek (2),1998,4047,1987,24,,213,,,515,1751
1017000,Powiat wieluński,1998,80154,39677,2041,,11297,,,13642,25471
1017012,Biała (2),1998,5874,2785,46,,541,,,1026,2105
1017022,Czarnożyły (2),1998,4867,2399,54,,514,,,768,1723
1017032,Konopnica (2),1998,4507,2173,67,,403,,,701,1594
1017042,Mokrsko (2),1998,5709,2745,60,,545,,,1068,2052
1017052,Osjaków (2),1998,4878,2233,65,,429,,,770,1832
1017062,Ostrówek (2),1998,4889,2313,41,,371,,,837,1604
1017072,Pątnów (2),1998,6715,3268,53,,486,,,1158,2659
1017082,Skomlin (2),1998,3697,1729,30,,295,,,639,1328
1017093,Wieluń (3),1998,32243,16685,1573,,7148,,,5444,8355
1017094,Wieluń - miasto (4),1998,23336,12303,1466,,6218,,,3678,5212
1017095,Wieluń - obszar wiejski (5),1998,8907,4382,107,,930,,,1766,3143
1017102,Wierzchlas (2),1998,6775,3347,52,,565,,,1231,2219
1018000,Powiat wieruszowski,1998,43031,20729,800,,5216,,,7027,15168
1018012,Bolesławiec (2),1998,4415,2105,59,,553,,,675,1752
1018022,Czastary (2),1998,4318,1990,59,,393,,,651,1707
1018032,Galewice (2),1998,6354,3033,77,,540,,,877,2348
1018042,Lututów (2),1998,5320,2471,80,,565,,,751,1902
1018052,Łubnice (2),1998,4388,2120,31,,359,,,766,1602
1018062,Sokolniki (2),1998,5046,2385,66,,536,,,784,1972
1018073,Wieruszów (3),1998,13190,6625,428,,2270,,,2523,3885
1018074,Wieruszów - miasto (4),1998,8097,4150,360,,1764,,,1429,1934
1018075,Wieruszów - obszar wiejski (5),1998,5093,2475,68,,506,,,1094,1951
1019000,Powiat zduńskowolski,1998,67751,34915,2084,,11732,,,11018,21505
1019011,Zduńska Wola (1),1998,44152,23253,1841,,9385,,,7199,12559
1019023,Szadek (3),1998,7777,3833,91,,805,,,1043,2940
1019024,Szadek - miasto (4),1998,2364,1189,63,,369,,,279,858
1019025,Szadek - obszar wiejski (5),1998,5413,2644,28,,436,,,764,2082
1019032,Zapolice (2),1998,4863,2397,48,,412,,,786,1713
1019042,Zduńska Wola (2),1998,10959,5432,104,,1130,,,1990,4293
1020000,Powiat zgierski,1998,160823,86863,5267,,29153,,,25451,54244
1020011,Głowno (1),1998,15818,8735,533,,3118,,,2711,4972
1020021,Ozorków (1),1998,21565,11589,491,,3501,,,3590,7720
1020031,Zgierz (1),1998,58652,32517,2895,,14013,,,8779,18067
1020043,Aleksandrów Łódzki (3),1998,24554,13619,647,,4285,,,4302,8230
1020044,Aleksandrów Łódzki - miasto (4),1998,19764,11120,610,,3882,,,3474,6547
1020045,Aleksandrów Łódzki - obszar wiejski (5),1998,4790,2499,37,,403,,,828,1683
1020052,Głowno (2),1998,5374,2686,26,,351,,,754,2382
1020062,Ozorków (2),1998,6645,3326,91,,510,,,1013,2404
1020072,Parzęczew (2),1998,5649,2868,169,,786,,,804,1659
1020083,Stryków (3),1998,12356,6328,207,,1436,,,1796,4946
1020084,Stryków - miasto (4),1998,3819,2096,84,,676,,,606,1361
1020085,Stryków - obszar wiejski (5),1998,8537,4232,123,,760,,,1190,3585
1020092,Zgierz (2),1998,10210,5195,208,,1153,,,1702,3864
1061000,Powiat m. Łódź,1998,854261,478696,71647,,227330,,,117605,247016
1061011,Łódź (1),1998,854261,478696,71647,,227330,,,117605,247016
1062000,Powiat m. Piotrków Trybunalski,1998,80034,43161,4599,,19016,,,12462,22144
1062011,Piotrków Trybunalski (1),1998,80034,43161,4599,,19016,,,12462,22144
1063000,Powiat m. Skierniewice,1998,43119,23833,3153,,10844,,,7010,9665
1063011,Skierniewice (1),1998,43119,23833,3153,,10844,,,7010,9665
1200000,MAŁOPOLSKIE,1998,3087613,1604210,165393,,560163,,,581073,877433
1201000,Powiat bocheński,1998,91284,43991,2427,,13136,,,18162,28564
1201011,Bochnia (1),1998,28379,14362,1629,,7028,,,5192,6045
1201022,Bochnia (2),1998,15384,7307,178,,1612,,,3392,5473
1201032,Drwinia (2),1998,6099,2906,74,,572,,,1058,2515
1201042,Lipnica Murowana (2),1998,5017,2277,55,,343,,,889,1742
1201052,Łapanów (2),1998,6819,3167,120,,565,,,1496,2424
1201063,Nowy Wiśnicz (3),1998,11410,5339,166,,1132,,,2274,4116
1201064,Nowy Wiśnicz - miasto (4),1998,2301,1071,104,,468,,,349,726
1201065,Nowy Wiśnicz - obszar wiejski (5),1998,9109,4268,62,,664,,,1925,3390
1201072,Rzezawa (2),1998,9641,4684,73,,1003,,,2184,3370
1201082,Trzciana (2),1998,4406,2013,69,,411,,,931,1523
1201092,Żegocina (2),1998,4129,1936,63,,470,,,746,1356
1202000,Powiat brzeski,1998,83146,39907,1768,,10207,,,17241,26829
1202012,Borzęcin (2),1998,8350,3976,78,,708,,,1814,3173
1202023,Brzesko (3),1998,32746,16468,1177,,5894,,,6923,8413
1202024,Brzesko - miasto (4),1998,16745,8605,980,,3982,,,3124,3428
1202025,Brzesko - obszar wiejski (5),1998,16001,7863,197,,1912,,,3799,4985
1202032,Czchów (2),1998,8041,3624,141,,681,,,1531,2688
1202042,Dębno (2),1998,12505,5908,177,,1326,,,3131,4082
1202052,Gnojnik (2),1998,6489,2947,42,,412,,,1285,2363
1202062,Iwkowa (2),1998,5053,2331,45,,350,,,856,1971
1202072,Szczurowa (2),1998,9962,4653,108,,836,,,1701,4139
1203000,Powiat chrzanowski,1998,129572,71190,4361,,23134,,,26455,40418
1203013,Alwernia (3),1998,11955,6343,268,,1589,,,2351,4409
1203014,Alwernia - miasto (4),1998,2884,1576,144,,602,,,516,691
1203015,Alwernia - obszar wiejski (5),1998,9071,4767,124,,987,,,1835,3718
1203022,Babice (2),1998,8058,4388,126,,969,,,1717,3102
1203033,Chrzanów (3),1998,51833,28946,2531,,11221,,,9998,14040
1203034,Chrzanów - miasto (4),1998,41763,23390,2397,,9733,,,7815,10462
1203035,Chrzanów - obszar wiejski (5),1998,10070,5556,134,,1488,,,2183,3578
1203043,Libiąż (3),1998,22104,12011,483,,3041,,,4904,7183
1203044,Libiąż - miasto (4),1998,17054,9263,426,,2595,,,3828,4981
1203045,Libiąż - obszar wiejski (5),1998,5050,2748,57,,446,,,1076,2202
1203053,Trzebinia (3),1998,35622,19502,953,,6314,,,7485,11684
1203054,Trzebinia - miasto (4),1998,20589,11381,666,,3903,,,4316,6469
1203055,Trzebinia - obszar wiejski (5),1998,15033,8121,287,,2411,,,3169,5215
1204000,Powiat dąbrowski,1998,56152,26980,986,,6555,,,9877,21428
1204012,Bolesław (2),1998,2993,1441,25,,317,,,437,1433
1204023,Dąbrowa Tarnowska (3),1998,18339,9003,475,,2800,,,3539,5647
1204024,Dąbrowa Tarnowska - miasto (4),1998,10082,5078,419,,2242,,,1938,2171
1204025,Dąbrowa Tarnowska - obszar wiejski (5),1998,8257,3925,56,,558,,,1601,3476
1204032,Gręboszów (2),1998,3809,1823,49,,383,,,598,1780
1204042,Mędrzechów (2),1998,3479,1625,45,,368,,,574,1530
1204052,Olesno (2),1998,7458,3493,109,,732,,,1238,3057
1204062,Radgoszcz (2),1998,6899,3219,58,,434,,,1027,3165
1204072,Szczucin (2),1998,13175,6376,225,,1521,,,2464,4816
1205000,Powiat gorlicki,1998,102481,50173,3106,,14941,,,20252,30486
1205011,Gorlice (1),1998,28679,14659,1841,,6881,,,5226,5427
1205023,Biecz (3),1998,16824,8217,340,,2004,,,3476,5549
1205024,Biecz - miasto (4),1998,4904,2387,205,,812,,,963,1460
1205025,Biecz - obszar wiejski (5),1998,11920,5830,135,,1192,,,2513,4089
1205032,Bobowa (2),1998,8238,3668,153,,646,,,1709,2873
1205042,Gorlice (2),1998,15017,7403,319,,2111,,,3357,4689
1205052,Lipinki (2),1998,6486,3204,80,,722,,,1349,2241
1205062,Łużna (2),1998,7668,3671,101,,782,,,1632,2546
1205072,Moszczenica (2),1998,4663,2172,41,,412,,,910,1675
1205082,Ropa (2),1998,4150,1952,37,,247,,,920,1558
1205092,Sękowa (2),1998,4573,2309,77,,557,,,823,1671
1205102,Uście Gorlickie (2),1998,6183,2918,117,,579,,,850,2257
1206000,Powiat krakowski,1998,222881,113982,5328,,27101,,,49141,72320
1206012,Czernichów (2),1998,12257,6159,166,,968,,,2449,5039
1206022,Igołomia-Wawrzeńczyce (2),1998,7555,3650,105,,630,,,1569,2869
1206032,Iwanowice (2),1998,7691,3767,107,,534,,,1523,2910
1206042,Jerzmanowice-Przeginia (2),1998,9754,4766,117,,759,,,1701,3593
1206052,Kocmyrzów-Luborzyca (2),1998,11775,5870,187,,1161,,,2618,4226
1206063,Krzeszowice (3),1998,30823,16326,1138,,4878,,,6790,9875
1206064,Krzeszowice - miasto (4),1998,10544,5762,809,,2440,,,2130,2494
1206065,Krzeszowice - obszar wiejski (5),1998,20279,10564,329,,2438,,,4660,7381
1206072,Liszki (2),1998,13683,6842,189,,1129,,,2937,5010
1206082,Michałowice (2),1998,6343,3131,105,,596,,,1399,2175
1206092,Mogilany (2),1998,8735,4527,221,,948,,,1937,2971
1206103,Skała (3),1998,9260,4425,155,,1039,,,1713,2908
1206104,Skała - miasto (4),1998,3631,1716,84,,572,,,639,935
1206105,Skała - obszar wiejski (5),1998,5629,2709,71,,467,,,1074,1973
1206113,Skawina (3),1998,39181,21027,1268,,6150,,,9678,10620
1206114,Skawina - miasto (4),1998,23542,13115,1069,,4765,,,5614,5573
1206115,Skawina - obszar wiejski (5),1998,15639,7912,199,,1385,,,4064,5047
1206123,Słomniki (3),1998,13636,6879,230,,1577,,,2957,4536
1206124,Słomniki - miasto (4),1998,4485,2408,111,,715,,,1066,1288
1206125,Słomniki - obszar wiejski (5),1998,9151,4471,119,,862,,,1891,3248
1206132,Sułoszowa (2),1998,6087,2871,58,,514,,,1170,1855
1206143,Świątniki Górne (3),1998,7703,3885,127,,784,,,1881,2320
1206144,Świątniki Górne - miasto (4),1998,1948,1008,72,,332,,,468,492
1206145,Świątniki Górne - obszar wiejski (5),1998,5755,2877,55,,452,,,1413,1828
1206152,Wielka Wieś (2),1998,7827,3925,138,,847,,,1824,2425
1206162,Zabierzów (2),1998,19465,10183,692,,2989,,,4648,5667
1206172,Zielonki (2),1998,11106,5749,325,,1598,,,2347,3321
1207000,Powiat limanowski,1998,106044,49742,2250,,11854,,,19040,35405
1207011,Limanowa (1),1998,13302,6462,819,,2935,,,2152,2819
1207021,Mszana Dolna (1),1998,6059,2945,276,,1138,,,987,1670
1207032,Dobra (2),1998,8662,4000,129,,855,,,1610,3107
1207042,Jodłownik (2),1998,7404,3346,118,,689,,,1543,2485
1207052,Kamienica (2),1998,6330,3039,84,,554,,,1189,2238
1207062,Laskowa (2),1998,6554,3095,95,,633,,,1099,2429
1207072,Limanowa (2),1998,20119,9287,208,,1941,,,4066,6590
1207082,Łukowica (2),1998,8228,3811,109,,670,,,1434,2932
1207092,Mszana Dolna (2),1998,13992,6675,146,,1017,,,2314,5788
1207102,Niedźwiedź (2),1998,5465,2598,73,,365,,,877,1992
1207112,Słopnice (2),1998,4601,1972,33,,252,,,767,1788
1207122,Tymbark (2),1998,5328,2512,160,,805,,,1002,1567
1208000,Powiat miechowski,1998,55391,26391,1246,,7462,,,8575,21031
1208012,Charsznica (2),1998,8675,4134,134,,1095,,,1329,3415
1208022,Gołcza (2),1998,6968,3251,113,,696,,,1168,2760
1208032,Kozłów (2),1998,5487,2562,56,,479,,,837,2157
1208042,Książ Wielki (2),1998,6303,2901,121,,606,,,840,2686
1208053,Miechów (3),1998,20600,10086,759,,4075,,,3275,6460
1208054,Miechów - miasto (4),1998,11584,5962,666,,3177,,,1757,2728
1208055,Miechów - obszar wiejski (5),1998,9016,4124,93,,898,,,1518,3732
1208062,Racławice (2),1998,2888,1363,29,,208,,,475,1329
1208072,Słaboszów (2),1998,4470,2094,34,,303,,,651,2224
1209000,Powiat myślenicki,1998,101589,50125,2438,,11717,,,20739,32123
1209013,Dobczyce (3),1998,11931,5904,327,,1485,,,2383,3801
1209014,Dobczyce - miasto (4),1998,5048,2459,209,,840,,,897,1325
1209015,Dobczyce - obszar wiejski (5),1998,6883,3445,118,,645,,,1486,2476
1209022,Lubień (2),1998,7893,3819,103,,667,,,1614,2762
1209033,Myślenice (3),1998,35661,17976,1393,,5809,,,7509,9718
1209034,Myślenice - miasto (4),1998,17185,8903,1132,,4127,,,3148,3838
1209035,Myślenice - obszar wiejski (5),1998,18476,9073,261,,1682,,,4361,5880
1209042,Pcim (2),1998,9082,4430,86,,665,,,1775,3264
1209052,Raciechowice (2),1998,5749,2721,76,,463,,,1121,2092
1209062,Siepraw (2),1998,6714,3302,97,,573,,,1411,2135
1209073,Sułkowice (3),1998,11736,5864,181,,1265,,,2932,3294
1209074,Sułkowice - miasto (4),1998,5542,2766,135,,763,,,1473,1180
1209075,Sułkowice - obszar wiejski (5),1998,6194,3098,46,,502,,,1459,2114
1209082,Tokarnia (2),1998,6841,3230,79,,351,,,951,2675
1209092,Wiśniowa (2),1998,5982,2879,96,,439,,,1043,2382
1210000,Powiat nowosądecki,1998,174003,82639,3424,,21050,,,33804,54280
1210011,Grybów (1),1998,6122,2975,217,,1044,,,1307,1592
1210022,Chełmiec (2),1998,19305,9266,238,,2377,,,4333,5729
1210032,Gródek nad Dunajcem (2),1998,7745,3544,80,,519,,,1190,2942
1210042,Grybów (2),1998,19156,9067,214,,1840,,,3974,6646
1210052,Kamionka Wielka (2),1998,7367,3495,67,,671,,,1562,2420
1210062,Korzenna (2),1998,11975,5453,103,,911,,,2113,4538
1210073,Krynica-Zdrój (3),1998,17075,8683,806,,3433,,,2859,4542
1210074,Krynica-Zdrój - miasto (4),1998,12682,6632,742,,3033,,,2124,3090
1210075,Krynica-Zdrój - obszar wiejski (5),1998,4393,2051,64,,400,,,735,1452
1210082,Łabowa (2),1998,4296,1977,55,,328,,,733,1460
1210092,Łącko (2),1998,13434,6237,197,,1140,,,2546,4473
1210102,Łososina Dolna (2),1998,8866,4001,113,,853,,,1754,3037
1210113,Muszyna (3),1998,10050,4920,264,,1604,,,1874,2664
1210114,Muszyna - miasto (4),1998,4806,2428,167,,1033,,,916,1076
1210115,Muszyna - obszar wiejski (5),1998,5244,2492,97,,571,,,958,1588
1210122,Nawojowa (2),1998,6363,2956,104,,690,,,1226,2172
1210133,Piwniczna-Zdrój (3),1998,9438,4562,165,,985,,,1646,3016
1210134,Piwniczna-Zdrój - miasto (4),1998,5388,2631,138,,687,,,988,1518
1210135,Piwniczna-Zdrój - obszar wiejski (5),1998,4050,1931,27,,298,,,658,1498
1210142,Podegrodzie (2),1998,9906,4618,125,,1103,,,1965,3064
1210152,Rytro (2),1998,3394,1649,58,,381,,,690,940
1210163,Stary Sącz (3),1998,19511,9236,618,,3171,,,4032,5045
1210164,Stary Sącz - miasto (4),1998,8471,3967,446,,1871,,,1622,1823
1210165,Stary Sącz - obszar wiejski (5),1998,11040,5269,172,,1300,,,2410,3222
1211000,Powiat nowotarski,1998,162142,80978,4425,,20085,,,25692,58327
1211011,Nowy Targ (1),1998,31804,16543,1793,,7193,,,5789,7298
1211021,Szczawnica (1),1998,6702,3449,245,,1157,,,998,2035
1211032,Czarny Dunajec (2),1998,18942,9236,190,,1101,,,2181,9181
1211042,Czorsztyn (2),1998,6072,3040,90,,571,,,1088,2273
1211052,Jabłonka (2),1998,13994,6685,199,,868,,,1754,6513
1211062,Krościenko nad Dunajcem (2),1998,5952,2893,171,,687,,,936,2162
1211072,Lipnica Wielka (2),1998,4366,1952,39,,180,,,388,2169
1211082,Łapsze Niżne (2),1998,7630,3826,82,,505,,,1282,3289
1211092,Nowy Targ (2),1998,18929,9382,211,,1617,,,3222,7390
1211102,Ochotnica Dolna (2),1998,6667,3164,80,,427,,,880,2515
1211112,Raba Wyżna (2),1998,11752,5906,176,,1184,,,2350,4039
1211123,Rabka-Zdrój (3),1998,17339,8973,1015,,3824,,,2898,4474
1211124,Rabka-Zdrój - miasto (4),1998,13387,7013,961,,3420,,,2116,3169
1211125,Rabka-Zdrój - obszar wiejski (5),1998,3952,1960,54,,404,,,782,1305
1211132,Spytkowice (2),1998,3390,1655,49,,267,,,591,1315
1211142,Szaflary (2),1998,8603,4274,85,,504,,,1335,3674
1212000,Powiat olkuski,1998,122504,63999,4394,,23159,,,20300,35094
1212011,Bukowno (1),1998,9953,5552,413,,2219,,,1629,2769
1212021,Sławków (1),1998,7291,3871,198,,1465,,,1462,1775
1212032,Bolesław (2),1998,7690,4048,188,,1525,,,1250,2311
1212042,Klucze (2),1998,14573,7594,381,,2551,,,2461,4579
1212053,Olkusz (3),1998,52389,27736,2539,,11199,,,8581,13183
1212054,Olkusz - miasto (4),1998,40155,21430,2388,,9674,,,6398,8735
1212055,Olkusz - obszar wiejski (5),1998,12234,6306,151,,1525,,,2183,4448
1212062,Trzyciąż (2),1998,7444,3548,108,,684,,,1083,2933
1212073,Wolbrom (3),1998,23164,11650,567,,3516,,,3834,7544
1212074,Wolbrom - miasto (4),1998,8696,4497,391,,1851,,,1462,2367
1212075,Wolbrom - obszar wiejski (5),1998,14468,7153,176,,1665,,,2372,5177
1213000,Powiat oświęcimski,1998,150071,81822,5625,,26322,,,34159,41361
1213011,Oświęcim (1),1998,45407,25892,2719,,10192,,,9940,11058
1213023,Brzeszcze (3),1998,21571,11854,721,,4051,,,4656,5866
1213024,Brzeszcze - miasto (4),1998,12843,7263,475,,2567,,,2765,3577
1213025,Brzeszcze - obszar wiejski (5),1998,8728,4591,246,,1484,,,1891,2289
1213033,Chełmek (3),1998,12984,7104,321,,2189,,,2873,3752
1213034,Chełmek - miasto (4),1998,9480,5179,266,,1724,,,2189,2519
1213035,Chełmek - obszar wiejski (5),1998,3504,1925,55,,465,,,684,1233
1213043,Kęty (3),1998,31476,16438,1103,,5140,,,7334,8507
1213044,Kęty - miasto (4),1998,18460,9638,938,,3706,,,4046,4215
1213045,Kęty - obszar wiejski (5),1998,13016,6800,165,,1434,,,3288,4292
1213052,Osiek (2),1998,5861,3062,62,,562,,,1497,1922
1213062,Oświęcim (2),1998,14376,7827,403,,2112,,,3542,4181
1213072,Polanka Wielka (2),1998,3605,1845,41,,341,,,952,1156
1213082,Przeciszów (2),1998,6475,3396,77,,712,,,1409,2258
1213093,Zator (3),1998,8316,4404,178,,1023,,,1956,2661
1213094,Zator - miasto (4),1998,3263,1780,125,,545,,,762,879
1213095,Zator - obszar wiejski (5),1998,5053,2624,53,,478,,,1194,1782
1214000,Powiat proszowicki,1998,45034,22351,753,,4547,,,7994,17879
1214012,Koniusza (2),1998,8876,4255,133,,629,,,1774,3637
1214022,Koszyce (2),1998,6146,2941,74,,485,,,935,2636
1214032,Nowe Brzesko (2),1998,5773,2879,75,,528,,,1018,2473
1214042,Pałecznica (2),1998,3678,1733,22,,200,,,610,1607
1214053,Proszowice (3),1998,17053,8894,413,,2442,,,3073,5887
1214054,Proszowice - miasto (4),1998,6778,3751,299,,1638,,,1194,1654
1214055,Proszowice - obszar wiejski (5),1998,10275,5143,114,,804,,,1879,4233
1214062,Radziemice (2),1998,3508,1649,36,,263,,,584,1639
1215000,Powiat suski,1998,75852,37231,1736,,9562,,,12926,26987
1215011,Jordanów (1),1998,4694,2326,206,,903,,,904,1172
1215021,Sucha Beskidzka (1),1998,9731,4889,503,,2410,,,1651,2496
1215032,Budzów (2),1998,7512,3576,61,,428,,,1002,3393
1215042,Bystra-Sidzina (2),1998,5479,2679,66,,420,,,869,2347
1215052,Jordanów (2),1998,9244,4323,73,,677,,,1525,3669
1215063,Maków Podhalański (3),1998,14761,7421,412,,2187,,,2609,4838
1215064,Maków Podhalański - miasto (4),1998,5633,2928,310,,1322,,,1017,1369
1215065,Maków Podhalański - obszar wiejski (5),1998,9128,4493,102,,865,,,1592,3469
1215072,Stryszawa (2),1998,11325,5541,136,,1124,,,2210,4363
1215082,Zawoja (2),1998,7874,3885,154,,717,,,1149,2824
1215092,Zembrzyce (2),1998,5232,2591,125,,696,,,1007,1885
1216000,Powiat tarnowski,1998,166894,81062,2422,,17905,,,35837,56096
1216013,Ciężkowice (3),1998,10222,4599,139,,852,,,2021,3473
1216014,Ciężkowice - miasto (4),1998,2183,1007,72,,341,,,434,571
1216015,Ciężkowice - obszar wiejski (5),1998,8039,3592,67,,511,,,1587,2902
1216022,Gromnik (2),1998,7882,3655,72,,551,,,1525,2891
1216032,Lisia Góra (2),1998,11479,5396,97,,829,,,2554,4257
1216042,Pleśna (2),1998,10353,5103,134,,989,,,2303,3658
1216052,Radłów (2),1998,9206,4444,114,,1058,,,1792,3314
1216062,Ryglice (2),1998,10677,5046,72,,833,,,1892,4092
1216072,Rzepiennik Strzyżewski (2),1998,6465,2974,72,,452,,,1187,2288
1216082,Skrzyszów (2),1998,11117,5548,128,,1084,,,2626,3658
1216092,Tarnów (2),1998,17950,9290,358,,2578,,,4546,5100
1216103,Tuchów (3),1998,16340,7919,311,,2001,,,3110,5567
1216104,Tuchów - miasto (4),1998,5892,2869,214,,1181,,,1110,1660
1216105,Tuchów - obszar wiejski (5),1998,10448,5050,97,,820,,,2000,3907
1216112,Wierzchosławice (2),1998,9718,4869,173,,1478,,,2438,2690
1216122,Wietrzychowice (2),1998,4303,2058,43,,437,,,569,1922
1216132,Wojnicz (2),1998,12265,6071,227,,1441,,,3142,3713
1216142,Zakliczyn (2),1998,11080,5100,149,,909,,,2043,3826
1216153,Żabno (3),1998,17837,8990,333,,2413,,,4089,5647
1216154,Żabno - miasto (4),1998,4005,1990,132,,741,,,878,953
1216155,Żabno - obszar wiejski (5),1998,13832,7000,201,,1672,,,3211,4694
1217000,Powiat tatrzański,1998,62725,32478,3204,,11120,,,9256,20986
